CODICE_UNITA_UG;CODICE_FISCALE;RAGIONE_SOCIALE;DESC_FG;FG;CODICE_REG
32914102;03893430045;UNIONE COLLINE DEL RIDDONE;Unione di comuni;2450;01
116112;00617350137;COMUNE DI CORTENOVA;Comune;2430;03
11136250;80004080620;COMUNE DI CEPPALONI;Comune;2430;15
58925;00299150193;COMUNE DI TICENGO;Comune;2430;03
11118024;00253540694;COMUNE DI MONTENERODOMO;Comune;2430;13
11119818;00409680188;COMUNE DI CODEVILLA;Comune;2430;03
11120838;00484680301;COMUNE DI MERETO DI TOMBA;Comune;2430;06
706714;80010250217;COMUNE DI EGNA;Comune;2430;04
717142;81001210228;COMUNE DI TELVE DI SOPRA;Comune;2430;04
16118;00123780579;COMUNE DI SELCI;Comune;2430;12
11135943;80002910703;COMUNE DI RIPALIMOSANI;Comune;2430;14
11135984;80003090059;COMUNE DI CAMERANO CASASCO;Comune;2430;01
12504065;80003110709;COMUNE DI CERCEPICCOLA;Comune;2430;14
701074;80003130806;COMUNE DI SANTO STEFANO IN ASPROMONTE;Comune;2430;18
701090;80003160621;COMUNE DI BONEA;Comune;2430;15
701121;80003190404;COMUNE DI GALEATA;Comune;2430;08
15220608;80003210053;COMUNE DI CASTELNUOVO DON BOSCO;Comune;2430;01
11136028;80003250687;COMUNE DI CUGNOLI;Comune;2430;13
11321803;80003290717;COMUNE DI CELLE DI SAN VITO;Comune;2430;16
11136072;80003430040;COMUNE DI ARGENTERA;Comune;2430;01
11136118;80003570795;COMUNE DI MIGLIERINA;Comune;2430;18
701516;80003610195;COMUNE DI PIZZIGHETTONE;Comune;2430;03
10800;00101630077;COMUNE DI SAINT-DENIS;Comune;2430;02
11140322;81002530921;COMUNE DI MASAINAS;Comune;2430;20
90353;00471320184;COMUNE DI BEREGUARDO;Comune;2430;03
12534593;90011120012;COMUNE DI PAVAROLO;Comune;2430;01
800000070;02968150157;COMUNE DI LISSONE;Comune;2430;03
11118019;00253170690;COMUNE DI CASTEL FRENTANO;Comune;2430;13
11142100;83000550695;COMUNE DI TORREBRUNA;Comune;2430;13
11303916;81009170457;COMUNE DI PONTREMOLI;Comune;2430;09
11136785;80006190955;COMUNE DI SORRADILE;Comune;2430;20
11143440;85002170042;COMUNE DI GAMBASCA;Comune;2430;01
11119569;00384930020;COMUNE DI CAPRILE;Comune;2430;01
11142203;83001080619;COMUNE DI FRANCOLISE;Comune;2430;15
30452241;09314190969;AGENZIA DI TUTELA DELLA SALUTE DELLA BRIANZA;Azienda o ente del servizio sanitario nazionale;2500;03
11140158;81001730696;COMUNE DI FALLO;Comune;2430;13
11140168;81001790021;COMUNE DI CANDELO;Comune;2430;01
206838;01043000379;COMUNE DI DOZZA;Comune;2430;08
11117480;00208500256;COMUNE DI COLLE SANTA LUCIA;Comune;2430;05
78445;00405260233;COMUNE DI GREZZANA;Comune;2430;05
78515;00405660549;COMUNE DI SCHEGGIA E PASCELUPO;Comune;2430;10
11119877;00414550061;COMUNE DI PONZONE;Comune;2430;01
11119882;00415030360;COMUNE DI PALAGANO;Comune;2430;08
80011;00415100213;COMUNE DI SANTA CRISTINA VALGARDENA;Comune;2430;04
80189;00416220200;COMUNE DI SAN MARTINO DALL'ARGINE;Comune;2430;03
11119907;00417790060;OSPITALITA' CDR CASALE - AZIENDA PUBBLICA DI SERVIZI ALLA PE;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;01
11119968;00423230036;COMUNE DI BOGNANCO;Comune;2430;01
11119988;00425820032;COMUNE DI COSSOGNO;Comune;2430;01
11119993;00426130035;COMUNE DI BRIGA NOVARESE;Comune;2430;01
11120006;00427670344;COMUNE DI ROCCABIANCA;Comune;2430;08
82283;00428650048;IPAB PRESIDIO ASSISTENZIALE SANTO SPIRITO IN LIQUIDAZIONE;Istituto pubblico di assistenza e beneficenza;2712;01
82679;00430660134;COMUNE DI ERBA;Comune;2430;03
11120065;00431930064;COMUNE DI BERGAMASCO;Comune;2430;01
83158;00433320033;COMUNE DI PISANO;Comune;2430;01
11120091;00433810066;COMUNE DI AVOLASCA;Comune;2430;01
11120111;00435100060;COMUNE DI MONLEALE;Comune;2430;01
83743;00436140347;COMUNE DI VARANO DE' MELEGARI;Comune;2430;08
765562;97099470581;MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE;Ministero;2220;12
35907;00202660296;COMUNE DI FICAROLO;Comune;2430;05
22340935;01546900703;ASREM - AZIENDA SANITARIA REGIONALE DEL MOLISE;Azienda o ente del servizio sanitario nazionale;2500;14
11116255;00108690074;COMUNE DI GRESSAN;Comune;2430;02
44703;00238090641;COMUNE DI MONTEFORTE IRPINO;Comune;2430;15
728662;88002730179;COMUNE DI VEROLAVECCHIA;Comune;2430;03
55364;00283710804;COMUNE DI SAN LORENZO;Comune;2430;18
751189;93005430256;AMMINISTRAZIONE PROVINCIALE DI BELLUNO;Provincia;2420;05
11143298;84503060158;COMUNE DI CASTIRAGA VIDARDO;Comune;2430;03
103981;00546910266;COMUNE DI SERNAGLIA DELLA BATTAGLIA;Comune;2430;05
131784;00700510134;COMUNE DI MUSSO;Comune;2430;03
34528647;92211660342;UNIONE BASSA OVEST PARMENSE;Unione di comuni;2450;08
11117285;00193560661;COMUNE DI VILLA SANTA LUCIA DEGLI ABRUZZI;Comune;2430;13
700616;80002590331;COMUNE DI CERIGNALE;Comune;2430;08
701542;80003630839;IPAB CASA FAMIGLIA REGINA ELENA - FAMIGLIA AMATO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;19
11136135;80003650936;COMUNE DI PRAVISDOMINI;Comune;2430;06
701803;80003930049;OSPEDALE CIVILE DI BUSCA;Istituto pubblico di assistenza e beneficenza;2712;01
11136209;80003930924;COMUNE DI DOMUS DE MARIA;Comune;2430;20
11136211;80003950054;COMUNE DI SETTIME;Comune;2430;01
701833;80003950781;UNIVERSITA' DEGLI STUDI DELLA CALABRIA;Universita' pubblica;2620;18
11136224;80003990050;COMUNE DI TIGLIOLE;Comune;2430;01
701866;80003990761;COMUNITA' MONTANA ALTO BASENTO - IN LIQUIDAZIONE;Comunita' montana o isolana;2440;17
11136230;80004010783;COMUNE DI MALITO;Comune;2430;18
701929;80004050342;CONSORZIO FITOSANITARIO PROVINCIALE DI PARMA;Consorzio di diritto pubblico;2740;08
702039;80004150647;COMUNE DI ROTONDI;Comune;2430;15
12504212;80004280840;COMUNE DI LAMPEDUSA E LINOSA;Comune;2430;19
704633;80007310263;COMUNE DI TREVISO;Comune;2430;05
11121062;00506410042;COMUNE DI FRABOSA SOTTANA;Comune;2430;01
11117584;00219500667;COMUNE DI SAN BENEDETTO IN PERILLIS;Comune;2430;13
11142262;83001510714;COMUNE DI SAN GIOVANNI ROTONDO;Comune;2430;16
61588;00310810825;COMUNE DI CASTELBUONO;Comune;2430;19
99566;00519350128;COMUNE DI GORNATE-OLONA;Comune;2430;03
29952004;92067480050;UNIONE DALLA PIANA ALLE COLLINE;Unione di comuni;2450;01
150218;00796640100;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI GENOVA;Camera di commercio;2720;07
11151078;93002270911;COMUNE DI POSADA;Comune;2430;20
20942026;03273550230;UNIONE DI COMUNI VERONA EST;Unione di comuni;2450;05
41302;00223640129;COMUNE DI SOLBIATE OLONA;Comune;2430;03
12537047;82001670668;COMUNITA' MONTANA ALTO SANGRO ALTIPIANO DELLE CINQUEMIGLIA;Comunita' montana o isolana;2440;13
715907;80230390587;MINISTERO DELLE IMPRESE E DEL MADE IN ITALY;Ministero;2220;12
11115947;00031500945;COMUNE DI COLLI A VOLTURNO;Comune;2430;14
11115967;00053070918;COMUNE DI NUORO;Comune;2430;20
11120150;00439130188;COMUNE DI CHIGNOLO PO;Comune;2430;03
84615;00440710127;COMUNE DI CARONNO PERTUSELLA;Comune;2430;03
11120185;00440760353;COMUNE DI REGGIOLO;Comune;2430;08
84756;00441280351;COMUNE DI BAGNOLO IN PIANO;Comune;2430;08
84890;00442010351;COMUNE DI CASTELNOVO NE' MONTI;Comune;2430;08
11120229;00443490545;COMUNE DI PASSIGNANO SUL TRASIMENO;Comune;2430;10
11120238;00444150064;COMUNE DI MONTECHIARO D'ACQUI;Comune;2430;01
85777;00446980377;COMUNE DI MOLINELLA;Comune;2430;08
11120276;00447460064;COMUNE DI MORBELLO;Comune;2430;01
85986;00448140541;COMUNE DI SAN GIUSTINO;Comune;2430;10
86655;00451610547;COMUNE DI CITTA' DELLA PIEVE;Comune;2430;10
86718;00451930549;COMUNE DI FRATTA TODINA;Comune;2430;10
10697367;00455600171;COMUNE DI PASSIRANO;Comune;2430;03
11120470;00456220060;COMUNE DI CASTELLETTO MERLI;Comune;2430;01
11120502;00458370061;COMUNE DI MORNESE;Comune;2430;01
88105;00459830188;COMUNE DI REDAVALLE;Comune;2430;03
88128;00459960126;COMUNE DI BARASSO;Comune;2430;03
11120547;00462360041;COMUNE DI MELLE;Comune;2430;01
225409;01125200376;COMUNE DI FONTANELICE;Comune;2430;08
11136025;80003230713;COMUNE DI CASALNUOVO MONTEROTARO;Comune;2430;16
700963;80002990713;COMUNE DI ACCADIA;Comune;2430;16
43368;00231650508;COMUNE DI CALCI;Comune;2430;09
11119823;00410380042;COMUNE DI VICOFORTE;Comune;2430;01
20204169;93034790845;PARCO ARCHEOLOGICO E PAESAGGISTICO DELLA VALLE DEI TEMPLI DI AGRIGENTO;Ente parco;2751;19
703289;80005570884;OPERA PIA ISTITUTO RIZZA ROSSO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;19
726842;84502090016;COMUNE DI POIRINO;Comune;2430;01
26852089;90020920170;UNIONE MEDIA VALLE CAMONICA CIVILTA' DELLE PIETRE;Unione di comuni;2450;03
700964;80002990853;COMUNE DI RESUTTANO;Comune;2430;19
11141737;82005350416;COMUNE DI CARPEGNA;Comune;2430;11
97793;00510570658;COMUNE DI ALTAVILLA SILENTINA;Comune;2430;15
11118597;00298100793;COMUNE DI PETRIZZI;Comune;2430;18
701513;80003610054;COMUNE DI MONCALVO;Comune;2430;01
705284;02703380614;COMUNE DI PASTORANO;Comune;2430;15
702189;80004310704;COMUNE DI CAMPOCHIARO;Comune;2430;14
702205;80004330611;COMUNE DI MADDALONI;Comune;2430;15
7507435;80004340214;CONSIGLIO DELLA PROVINCIA AUTONOMA DI BOLZANO;Provincia;2420;04
11136328;80004390078;COMUNE DI BIONAZ;Comune;2430;02
11136330;80004390953;COMUNE DI SCANO DI MONTIFERRO;Comune;2430;20
702290;80004430569;COMUNE DI BASSANO ROMANO;Comune;2430;12
11136340;80004430627;COMUNE DI GINESTRA DEGLI SCHIAVONI;Comune;2430;15
702420;80004610202;COMUNE DI SAN GIORGIO BIGARELLO;Comune;2430;03
11136407;80004730042;COMUNE DI MONTEMALE DI CUNEO;Comune;2430;01
11136408;80004730075;COMUNE DI VALPELLINE;Comune;2430;02
11136446;80004850568;COMUNE DI ORIOLO ROMANO;Comune;2430;12
702662;80004870160;AMMINISTRAZIONE PROVINCIALE  DI BERGAMO;Provincia;2420;03
11136536;80005190915;COMUNE DI GAVOI;Comune;2430;20
11136567;80005290640;COMUNE DI PIETRADEFUSI;Comune;2430;15
3070;00053710943;COMUNE DI SANT'AGAPITO;Comune;2430;14
3480;00057170946;COMUNE DI CAPRACOTTA;Comune;2430;14
4483;00063150957;COMUNE DI TERRALBA;Comune;2430;20
11116017;00068560911;COMUNE DI TORTOLI';Comune;2430;20
11116024;00069670958;COMUNE DI GONNOSNO';Comune;2430;20
5314;00069680940;COMUNE DI BAGNOLI DEL TRIGNO;Comune;2430;14
5438;00070360706;COMUNE DI MONTELONGO;Comune;2430;14
11116043;00072010952;COMUNE DI TRAMATZA;Comune;2430;20
11116069;00074690959;COMUNE DI BARATILI SAN PIETRO;Comune;2430;20
6686;00078040573;COMUNE DI CONCERVIANO;Comune;2430;12
7437;00082520537;COMUNE DI GROSSETO;Comune;2430;09
11116120;00085950053;COMUNE DI MONALE;Comune;2430;01
8449;00088870563;COMUNE DI MONTEFIASCONE;Comune;2430;12
9232;00092590140;COMUNE DI TORRE DI SANTA MARIA;Comune;2430;03
11116156;00093580561;COMUNE DI RONCIGLIONE;Comune;2430;12
9433;00093810141;COMUNE DI CASTIONE ANDEVENNO;Comune;2430;03
9480;00094050903;COMUNE DI OSSI;Comune;2430;20
2233809;00095450144;COMUNE DI SONDRIO;Comune;2430;03
88655;00463030650;COMUNE DI SAN CIPRIANO PICENTINO;Comune;2430;15
11120581;00464700046;COMUNE DI GENOLA;Comune;2430;01
11120636;00468580188;COMUNE DI CASORATE PRIMO;Comune;2430;03
11120644;00468950043;COMUNE DI BORGOMALE;Comune;2430;01
90221;00470500182;COMUNE DI MONTICELLI PAVESE;Comune;2430;03
11120681;00471560300;COMUNE DI SANTA MARIA LA LONGA;Comune;2430;06
90830;00473750180;COMUNE DI ALAGNA;Comune;2430;03
11120716;00474720042;COMUNE DI MONTEZEMOLO;Comune;2430;01
91080;00475080040;COMUNE DI BOVES;Comune;2430;01
91276;00475910824;COMUNE DI GANGI;Comune;2430;19
11120767;00478050040;COMUNE DI CELLE DI MACRA;Comune;2430;01
92484;00481940187;COMUNE DI VERRETTO;Comune;2430;03
93129;00485130181;COMUNE DI RIVANAZZANO TERME;Comune;2430;03
93399;00486620263;COMUNE DI VITTORIO VENETO;Comune;2430;05
11120866;00487250185;COMUNE DI CERANOVA;Comune;2430;03
94457;00492250923;COMUNE DI VILLA SAN PIETRO;Comune;2430;20
11120934;00494580046;COMUNE DI LEVICE;Comune;2430;01
11120943;00495340044;COMUNE DI MARGARITA;Comune;2430;01
11137836;80011830223;COMUNE DI TON;Comune;2430;04
722267;82005610272;COMUNE DI SPINEA;Comune;2430;05
11317414;00138020078;COMUNE DI RHEMES-NOTRE-DAME;Comune;2430;02
699559;80001230855;OPERA PIA ISTITUTO BOCCONE DEL POVERO GURRERA MONCADA CALAFATO;Istituto pubblico di assistenza e beneficenza;2712;19
11142132;83000730065;COMUNE DI CABELLA LIGURE;Comune;2430;01
66796;00339040388;COMUNE DI CODIGORO;Comune;2430;08
617825;05160100011;ISTITUTO ZOOPROFILATTICO SPERIMENTALE DEL PIEMONTE, LIGURIA E VALLE D'AOSTA;Azienda o ente del servizio sanitario nazionale;2500;01
2581;00050460856;ISTITUTO AUTONOMO CASE POPOLARI DI CALTANISSETTA;Altro ente pubblico non economico locale;2791;19
15594118;80039900164;CONSORZIO DEL BACINO IMBRIFERO MONTANO DELL'OGLIO;Consorzio di diritto pubblico;2740;03
19033730;93019960298;CONSIGLIO DI BACINO POLESINE;Altro ente pubblico non economico locale;2791;05
304916;01466680137;CONSORZIO COSTRUZIONE E GESTIONE IMPIANTI SPORTIVI;Consorzio di diritto pubblico;2740;03
11136582;80005330933;COMUNE DI CORDOVADO;Comune;2430;06
703164;80005450053;FONDAZIONE CASA DI RIPOSO FRANCESCO ARNALDI;Istituto pubblico di assistenza e beneficenza;2712;01
11136609;80005450616;COMUNE DI CANCELLO ED ARNONE;Comune;2430;15
703186;80005470614;COMUNE DI PIETRAMELARA;Comune;2430;15
703380;80005670619;COMUNE DI GRAZZANISE;Comune;2430;15
11136679;80005690641;COMUNE DI SPERONE;Comune;2430;15
703507;80005810207;COMUNE DI RODIGO;Comune;2430;03
703633;80005980216;RAS-RADIOTELEVISIONE AZIENDA SPECIALE DELLA PROVINCIA DI BOLZANO;Altro ente pubblico non economico locale;2791;04
11136789;80006220026;COMUNE DI ROASIO;Comune;2430;01
704029;80006510806;UNIVERSITA' DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA;Universita' pubblica;2620;18
704108;80006630216;COMUNE DI CHIUSA;Comune;2430;04
9691;00095630901;"ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA SARDEGNA ""G. PEGREFFI""";Azienda o ente del servizio sanitario nazionale;2500;20
11116174;00095990644;COMUNE DI ATRIPALDA;Comune;2430;15
9802;00096500574;COMUNE DI POGGIO CATINO;Comune;2430;12
11116183;00097320667;COMUNE DI OVINDOLI;Comune;2430;13
12501875;00100080076;COMUNE DI GIGNOD;Comune;2430;02
11116206;00101160075;COMUNE DI PONTEY;Comune;2430;02
11116212;00101810075;COMUNE DI OLLOMONT;Comune;2430;02
11116214;00101880078;COMUNE DI BRISSOGNE;Comune;2430;02
10956;00102200078;COMUNE DI QUART;Comune;2430;02
11312;00103330072;COMUNE DI COURMAYEUR;Comune;2430;02
11116229;00103870077;COMUNE DI INTROD;Comune;2430;02
11595;00104390141;COMUNE DI ROGOLO;Comune;2430;03
11116235;00104700901;COMUNE DI POZZOMAGGIORE;Comune;2430;20
10713085;00105700454;COMUNE DI VILLAFRANCA IN LUNIGIANA;Comune;2430;09
11879;00105780142;COMUNE DI GEROLA ALTA;Comune;2430;03
6783692;00105820146;COMUNE DI RASURA;Comune;2430;03
11116259;00109190579;COMUNE DI BORGO VELINO;Comune;2430;12
11116264;00109530576;COMUNE DI ORVINIO;Comune;2430;12
95661;00499000016;AGENZIA TERRITORIALE PER LA CASA DEL PIEMONTE CENTRALE;Altro ente pubblico non economico locale;2791;01
95746;00499500049;COMUNE DI CERRETTO LANGHE;Comune;2430;01
95962;00500760236;COMUNE DI SONA;Comune;2430;05
11121067;00506640044;COMUNE DI MONCHIERO;Comune;2430;01
97468;00508900636;COMUNE DI POZZUOLI;Comune;2430;15
97836;00510810922;CITTA' METROPOLITANA DI CAGLIARI;Citta' metropolitana;2460;20
11121143;00512430307;A.S.P. OPERA PIA COIANIZ;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;06
6884299;00516590221;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA DON GIUSEPPE CUMER;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
11121213;00517640041;COMUNE DI VEZZA D'ALBA;Comune;2430;01
99343;00518190244;COMUNE DI PIANEZZE;Comune;2430;05
11121220;00518190921;COMUNE DI SAMASSI;Comune;2430;20
99527;00519130264;CASA DI RIPOSO GUIZZO MARSEILLE;Istituto pubblico di assistenza e beneficenza;2712;05
99742;00520360041;COMUNE DI SERRALUNGA D'ALBA;Comune;2430;01
11121262;00521900241;COMUNE DI CARTIGLIANO;Comune;2430;05
100097;00522180181;COMUNE DI VILLA BISCOSSI;Comune;2430;03
100456;00524040045;COMUNE DI CASTELDELFINO;Comune;2430;01
101471;00529770240;COMUNE DI VILLAGA;Comune;2430;05
101673;00530900240;COMUNE DI TORRI DI QUARTESOLO;Comune;2430;05
32108974;93496810727;AGENZIA REGIONALE STRATEGICA PER LA SALUTE E IL SOCIALE - A.RE.S.S.;Agenzie regionali sanitarie;2757;16
6335;00075330944;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI ISERNIA;Altro ente pubblico non economico locale;2791;14
27489074;95151400108;CONSORZIO BACINO IMBRIFERO MONTANO DEL BORMIDA;Consorzio di diritto pubblico;2740;07
725101;83007380153;A.S.P. PIO E NINETTA GAVAZZI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;03
22165;00150090546;"ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELL'UMBRIA E DELLE MARCHE ""TOGO ROSATI""";Azienda o ente del servizio sanitario nazionale;2500;10
17807285;95054110101;AGENZIA REGIONALE PER LA PROMOZIONE TURISTICA IN LIGURIA;Ente per il turismo;2754;07
716922;81000810226;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA REDENTA FLORIANI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
25055024;02295380394;ASP DEI COMUNI DELLA BASSA ROMAGNA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
11128840;01495330233;CASA DI RIPOSO SAN BIAGIO;Istituto pubblico di assistenza e beneficenza;2712;05
30494571;03994200248;IPAB CENTRO SERVIZI CASA DI RIPOSO SAN PIO X;Istituto pubblico di assistenza e beneficenza;2712;05
292082;01405170588;COMITATO OLIMPICO NAZIONALE ITALIANO - CONI;Altro ente pubblico non economico nazionale;2790;12
720887;82001690815;ISTITUTO FEMMINILE ANTONIETTA GENNA SPANO';Istituto pubblico di assistenza e beneficenza;2712;19
29315740;93069970437;ASSEMBLEA TERRITORIALE D'AMBITO-ATO 3 MACERATA;Altro ente pubblico non economico locale;2791;11
12533625;80006810248;ASILO INFANTILE CLEMENTI DI VELO;Istituto pubblico di assistenza e beneficenza;2712;05
704292;80006890265;COMUNE DI CARBONERA;Comune;2430;05
11136941;80006940029;COMUNE DI VILLA DEL BOSCO;Comune;2430;01
11136946;80006950762;COMUNE DI CASTELMEZZANO;Comune;2430;17
704413;80007050240;COMUNE DI CAMISANO VICENTINO;Comune;2430;05
704645;80007330105;COMUNE DI TORRIGLIA;Comune;2430;07
704785;80007490107;COMUNE DI BUSALLA;Comune;2430;07
704855;80007580279;REGIONE DEL VENETO;Regione;2410;05
704878;80007610522;UNIVERSITA' PER STRANIERI DI SIENA;Universita' pubblica;2620;09
11137095;80007650700;COMUNE DI COLLE D'ANCHISE;Comune;2430;14
705090;80007870241;COMUNE DI POZZOLEONE;Comune;2430;05
11137142;80007880075;COMUNE DI SAINT-OYEN;Comune;2430;02
12833;00110400694;COMUNE DI FRANCAVILLA AL MARE;Comune;2430;13
13006;00110960143;COMUNE DI BIANZONE;Comune;2430;03
13597;00113090427;COMUNE DI NUMANA;Comune;2430;11
11116299;00113780571;COMUNE DI CASPERIA;Comune;2430;12
14033;00114630528;COMUNE DI SOVICILLE;Comune;2430;09
14144;00115150146;COMUNE DI BUGLIO IN MONTE;Comune;2430;03
14286;00115780140;COMUNE DI GORDONA;Comune;2430;03
14664;00117640532;COMUNE DI MAGLIANO IN TOSCANA;Comune;2430;09
15194;00120490032;AGENZIA TERRITORIALE PER LA CASA DEL PIEMONTE NORD;Altro ente pubblico non economico locale;2791;01
15695;00122390578;COMUNE DI POGGIO NATIVO;Comune;2430;12
15724;00122480312;COMUNE DI TURRIACO;Comune;2430;06
15789;00122710577;COMUNE DI PESCOROCCHIANO;Comune;2430;12
16015;00123470312;COMUNE DI RONCHI DEI LEGIONARI;Comune;2430;06
11116406;00124140906;COMUNE DI TELTI;Comune;2430;20
11116413;00125590075;COMUNE DI FONTAINEMORE;Comune;2430;02
16923;00127190627;COMUNE DI SAN MARCO DEI CAVOTI;Comune;2430;15
17148;00128340684;COMUNE DI SPOLTORE;Comune;2430;13
11116433;00128620531;COMUNE DI PITIGLIANO;Comune;2430;09
6887499;00531590321;AREA DI RICERCA SCIENTIFICA E TECNOLOGICA DI TRIESTE - AREA SCIENCE PARK;Istituto o ente pubblico di ricerca;2711;06
11121376;00532640133;COMUNE DI SALA COMACINA;Comune;2430;03
102886;00539070243;COMUNE DI ZERMEGHEDO;Comune;2430;05
11121433;00539480046;COMUNE DI VIOLA;Comune;2430;01
103299;00541990164;COMUNE DI CORNA IMAGNA;Comune;2430;03
103317;00542080163;COMUNE DI RIVA DI SOLTO;Comune;2430;03
103377;00542510169;COMUNE DI ROGNO;Comune;2430;03
104154;00548170133;COMUNE DI BALLABIO;Comune;2430;03
11121553;00551910045;COMUNE DI ROASCIO;Comune;2430;01
11121598;00555180652;COMUNE DI MONTECORVINO PUGLIANO;Comune;2430;15
105880;00559790126;COMUNE DI BRUSIMPIANO;Comune;2430;03
10697393;00559900139;COMUNE DI MARGNO;Comune;2430;03
106376;00562720375;COMUNE DI MONGHIDORO;Comune;2430;08
107200;00568450175;COMUNE DI SIRMIONE;Comune;2430;03
108003;00573110376;COMUNE DI OZZANO DELL'EMILIA;Comune;2430;08
108154;00574130480;COMUNE DI POGGIO A CAIANO;Comune;2430;09
108183;00574320230;COMUNITA' MONTANA DELLA LESSINIA;Comunita' montana o isolana;2440;05
108608;00576720270;COMUNE DI CONCORDIA SAGITTARIA;Comune;2430;05
89637;00468090188;COMUNE DI TRAVACO' SICCOMARIO;Comune;2430;03
746616;92012890676;UNIVERSITA' DEGLI STUDI DI TERAMO;Universita' pubblica;2620;13
604980;04733051009;AZIENDA OSPEDALIERA SAN CAMILLO - FORLANINI;Azienda o ente del servizio sanitario nazionale;2500;12
106217;00561750126;COMUNE DI FERRERA DI VARESE;Comune;2430;03
25499774;95117770651;COMUNITA' MONTANA MONTI LATTARI;Comunita' montana o isolana;2440;15
11129624;01614770012;COMUNE DI PIOSSASCO;Comune;2430;01
11135681;80001470030;COMUNE DI VINZAGLIO;Comune;2430;01
58378;00296840796;COMUNE DI PIANOPOLI;Comune;2430;18
